ROUTE,REFPT,ENDREFPT,RUNLENGTH_FROM,RUNLENGTH_TO,SEG_LENGTH,CURVE_UPDATEYR,PRICURVE,PRICURVECLASS,SECCURVE,SECCURVECLASS,OBJECTID
025A,217.32400000000001,217.46199999999999,217.227,217.37100000000001,0.144,"2,016",762,C,,,"6,747"
025A,217.46199999999999,217.47300000000001,217.37100000000001,217.38300000000001,0.012,"2,016",-1,A,,,"6,748"
025A,217.47300000000001,217.50200000000001,217.38300000000001,217.41300000000001,0.03,"2,016",-160,F,,,"6,749"
025A,217.50200000000001,217.68199999999999,217.41300000000001,217.59,0.177,"2,016",-1,A,,,"6,750"
025A,217.68199999999999,217.71600000000001,217.59,217.62299999999999,0.033,"2,016",-173,F,,,"6,751"
025A,217.71600000000001,217.774,217.62299999999999,217.68100000000001,0.058,"2,016",-1,A,,,"6,752"
025A,217.774,217.81,217.68100000000001,217.71600000000001,0.035,"2,016",180,F,,,"6,753"
025A,217.81,217.82400000000001,217.71600000000001,217.72900000000001,0.013,"2,016",-1,A,,,"6,754"
025A,217.82400000000001,217.88399999999999,217.72900000000001,217.78800000000001,0.059,"2,016",-312,E,,,"6,755"
025A,217.88399999999999,217.89599999999999,217.78800000000001,217.80000000000001,0.012,"2,016",-1,A,,,"6,756"
025A,217.89599999999999,217.97200000000001,217.80000000000001,217.875,0.075,"2,016",-392,E,,,"6,757"
025A,217.97200000000001,217.97999999999999,217.875,217.88200000000001,0.007,"2,016",-1,A,,,"6,758"
025A,217.97999999999999,218.00299999999999,217.88200000000001,217.905,0.023,"2,016",119,F,,,"6,759"
025A,218.00299999999999,218.358,217.905,218.26599999999999,0.361,"2,016",-1,A,,,"6,760"
025A,218.358,218.404,218.26599999999999,218.31399999999999,0.048,"2,016",254,E,,,"6,761"
025A,218.404,218.41200000000001,218.31399999999999,218.322,0.008,"2,016",-1,A,,,"6,762"
025A,218.41200000000001,218.43899999999999,218.322,218.34999999999999,0.028,"2,016",-147,F,,,"6,763"
025A,218.43899999999999,218.797,218.34999999999999,218.71600000000001,0.366,"2,016",-1,A,,,"6,764"
025A,218.797,218.83500000000001,218.71600000000001,218.744,0.028,"2,016",-153,F,,,"6,765"
025A,218.83500000000001,219.08600000000001,218.744,218.93199999999999,0.188,"2,016",-1,A,,,"6,766"
025A,219.08600000000001,219.291,218.93199999999999,219.11000000000001,0.178,"2,016",936,C,,,"6,767"
025A,219.291,219.29900000000001,219.11000000000001,219.11699999999999,0.007,"2,016",-1,A,,,"6,768"
025A,219.29900000000001,219.33000000000001,219.11699999999999,219.14400000000001,0.027,"2,016",-139,F,,,"6,769"
025A,219.33000000000001,219.51400000000001,219.14400000000001,219.31299999999999,0.169,"2,016",-1,A,,,"6,770"
025A,219.51400000000001,219.55099999999999,219.31299999999999,219.35400000000001,0.041,"2,016",-213,E,,,"6,771"
025A,219.55099999999999,219.559,219.35400000000001,219.36199999999999,0.008,"2,016",-1,A,,,"6,772"
025A,219.559,219.59800000000001,219.36199999999999,219.405,0.043,"2,016",225,E,,,"6,773"
025A,219.59800000000001,219.63,219.405,219.44,0.035,"2,016",-1,A,,,"6,774"
025A,219.63,219.65000000000001,219.44,219.46199999999999,0.022,"2,016",-119,F,,,"6,775"
025A,219.65000000000001,219.65600000000001,219.46199999999999,219.46899999999999,0.007,"2,016",-1,A,,,"6,776"
025A,219.65600000000001,219.68799999999999,219.46899999999999,219.50399999999999,0.035,"2,016",186,F,,,"6,777"
025A,219.68799999999999,219.70500000000001,219.50399999999999,219.52199999999999,0.018,"2,016",-1,A,,,"6,778"
025A,219.70500000000001,219.76499999999999,219.52199999999999,219.58799999999999,0.066,"2,016",-345,E,,,"6,779"
025A,219.76499999999999,219.97399999999999,219.58799999999999,219.81399999999999,0.226,"2,016",-1,A,,,"6,780"
025A,219.97399999999999,219.99700000000001,219.81399999999999,219.839,0.025,"2,016",-133,F,,,"6,781"
025A,219.99700000000001,220.001,219.839,219.84299999999999,0.004,"2,016",-1,A,,,"6,782"
025A,220.001,220.03700000000001,219.84299999999999,219.87299999999999,0.03,"2,016",159,F,,,"6,783"
025A,220.03700000000001,220.59100000000001,219.87299999999999,220.416,0.543,"2,016",-1,A,,,"6,784"
025A,220.59100000000001,220.61699999999999,220.416,220.44200000000001,0.026,"2,016",-140,F,,,"6,785"
